,Filename,Number,Output,Formula,variables,v1_name,v1_low,v1_high,v2_name,v2_low,v2_high,v3_name,v3_low,v3_high,v4_name,v4_low,v4_high,v5_name,v5_low,v5_high,v6_name,v6_low,v6_high,v7_name,v7_low,v7_high,v8_name,v8_low,v8_high,v9_name,v9_low,v9_high,v10_name,v10_low,v10_high
37,7.95',38,I,m1*m2/(m1+m2)*(r**2),3,m1,1.0000000000000001e-23,1.0000000000000001e-21,m2,1e-23,1.0000000000000001e-21,r,0,1.0,,,,,,,,,,,,,,,,,,,,,
38,7.108,39,A,3*Nn*k*ln(1-exp(-h*v/(k*T))),3,Nn,0.0,1e+25,v,100,10000.0,T,250,1000.0,,,,,,,,,,,,,,,,,,,,,
39,7.110,40,U,3*Nn*h*v*(1/(exp(h*v/(k*T))-1)),2,v,100.0,10000.0,T,250,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
40,7.111,41,C,3*Nn*k*((h*v/(k*T))**2)*(exp(h*v/(k*T))/(exp(h*v/(k*T))-1)),2,v,100.0,10000.0,T,250,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
41,7.112,42,C,3*k*NA*(x**2)*(exp(x)/(exp(x)-1)),1,x,1e-08,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7.113,43,q,g1*exp(-e1/(k*T))*g2*exp(-e2/(k*T)),4,g1,0.0,7.0,e1,1e-19,1e-16,g2,0,7.0,e2,1e-19,1e-16,,,,,,,,,,,,,,,,,,
43,7.123,44,G,-Nn*k*T*ln(17.293/Nn),2,Nn,1.0,100.0,T,250,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
44,2.1,45,Wv,Wa+Wa*(0.0012/Do-0.0012/Dw),3,Wa,0.0,1000000.0,Do,0,10.0,Dw,7,9.0,,,,,,,,,,,,,,,,,,,,,
45,3.13,46,t,abs((x-u)*sqrt(Nn)/s),4,x,-100.0,100.0,u,-100,100.0,Nn,0,1000.0,s,0,10000.0,,,,,,,,,,,,,,,,,,
46,3.14,47,t,abs((x1-x2)/s*sqrt(n1*n2/(n2+n1))),5,x1,-100.0,100.0,x2,-100,100.0,s,0,10000.0,n1,0,50.0,n2,0.0,50.0,,,,,,,,,,,,,,,
47,3.23,48,m,(x1*y1+x2*y2-(x1+x2)*(y1+y2)/2)/((x1**2)+(x2**2)-((x1+x2)**2)/2),4,x1,-100.0,100.0,y1,-100,100.0,x2,-100,100.0,y2,-100,100.0,,,,,,,,,,,,,,,,,,
48,3.39,49,S,s/sqrt(n)*sqrt(1-n/Nn),3,s,-100.0,100.0,n,0,100.0,Nn,n,100.0,,,,,,,,,,,,,,,,,,,,,
49,4.1,50,R,(s-y)/c,3,s,0.0,1000.0,y,0,1000.0,c,0,1.0,,,,,,,,,,,,,,,,,,,,,
50,5.1,51,M,g/f,2,g,0.0,10000.0,f,1,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
51,ex5.8,52,x,L*w1*M/(1000*r*w2),5,L,0.0,10000.0,w1,0,10.0,M,0,10.0,r,0.1,10.0,w2,0.0,1.0,,,,,,,,,,,,,,,
53,6.5,53,K,(C**c)*(D**d)/((A**a)*(B**b)),8,C,0.01,1000000.0,c,0,5.0,D,1e-2,1000000.0,d,0,5.0,A,0.01,1000000.0,a,0.0,5.0,B,0.01,1000000.0,b,0.0,5.0,,,,,,
54,ex6.1,54,K,(x**2)/((a-x)*(b-x)),3,x,0.01,1000000.0,a,1e-2,1000000.0,b,1e-2,1000000.0,,,,,,,,,,,,,,,,,,,,,
55,6.20,55,f,exp(0.51*(z**2)*sqrt(u)/(1+sqrt(u))),2,z,0.0,7.0,u,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
56,6.21,56,f,0.51*(z**2)*(sqrt(u)/(1+sqrt(u))-0.3*sqrt(u)),2,z,0.0,7.0,u,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
57,7.7,57,K,a1*a2/(a3**2),3,a1,0.01,1000000.0,a2,1e-2,1000000.0,a3,1e-2,1000000.0,,,,,,,,,,,,,,,,,,,,,
58,7.15,58,pH,-lg(H),1,H,1e-14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,7.32,59,OH,sqrt(Kw*C/Ka),3,Kw,1e-14,100000.0,C,0,10.0,Ka,1e-14,100000.0,,,,,,,,,,,,,,,,,,,,,
60,7.48,60,pH,pK+lg(A/H),3,pK,0.0,14.0,A,0,10.0,H,0,10.0,,,,,,,,,,,,,,,,,,,,,
61,7.74,61,a,(H**3)/((H**3)+(H**2)*k1+k1*k2*H+k1*k2*k3),4,H,1e-14,1.0,k1,1e-14,100000.0,k2,1e-14,100000.0,k3,1e-14,100000.0,,,,,,,,,,,,,,,,,,
62,7.75,62,a,(H**2)*k1/((H**3)+(H**2)*k1+k1*k2*H+k1*k2*k3),4,H,1e-14,1.0,k1,1e-14,100000.0,k2,1e-14,100000.0,k3,1e-14,100000.0,,,,,,,,,,,,,,,,,,
63,7.76,63,a,H*k1*k2/((H**3)+(H**2)*k1+k1*k2*H+k1*k2*k3),4,H,1e-14,1.0,k1,1e-14,100000.0,k2,1e-14,100000.0,k3,1e-14,100000.0,,,,,,,,,,,,,,,,,,
64,7.77,64,a,k1*k2*k3/((H**3)+(H**2)*k1+k1*k2*H+k1*k2*k3),4,H,1e-14,1.0,k1,1e-14,100000.0,k2,1e-14,100000.0,k3,1e-14,100000.0,,,,,,,,,,,,,,,,,,
65,7.82,65,Q,(H**4)+k1*(H**3)+k1*k2*(H**2)+k1*k2*k3*H+k1*k2*k3*k4,5,H,1e-14,1.0,k1,1e-14,100000.0,k2,1e-14,100000.0,k3,1e-14,100000.0,k4,1e-14,100000.0,,,,,,,,,,,,,,,
66,7.96,66,f,sqrt((k1*k+k1*k2*H)/(k1+H)),4,k1,1e-14,100000.0,k,1e-14,100000.0,k2,1e-14,100000.0,H,0,10.0,,,,,,,,,,,,,,,,,,
67,7.107,67,pH,pK+lg((a2/a1-e1)/(e2-e3*(a2/a1))),6,pK,0.0,14.0,A2,0,1.0,A1,0,1.0,e1,0,100.0,e2,0.0,100.0,e3,0.0,100.0,,,,,,,,,,,,
68,8.19,68,h,C*ka/((ka+H)*(1+f))+kw/H-f*C/(1+f),5,C,0.0,10.0,ka,1e-14,100000.0,H,1e-14,1.0,f,0,7.0,kw,1e-14,100000.0,,,,,,,,,,,,,,,
69,p326,69,h,sqrt(k1*k2*H/(k1+H)),3,k1,1e-14,100000.0,k2,1e-14,100000.0,H,1e-14,1.0,,,,,,,,,,,,,,,,,,,,,
70,9.12b,70,a,k1*k2*k3*k4/((H**4)+k1*(H**3)+k1*k2*(H**2)+k1*k2*k3*H+k1*k2*k3*k4),5,k1,1e-14,100000.0,k2,1e-14,100000.0,k3,1e-14,100000.0,k4,1e-14,100000.0,H,1e-14,1.0,,,,,,,,,,,,,,,
71,9.15,71,v,V*(Cm-M)*(1+Kf*M)/(Cl*(Kf+M)+M*(1+Kf*M)),5,V,0.0,10000.0,Cm,0,10.0,M,0,10.0,Kf,1e-14,100000.0,Cl,0.0,10.0,,,,,,,,,,,,,,,
72,11.12,72,K,(Cx*Vx-p)*(Cy*Vy-p)/((Vx+Vy)**2),5,Cx,0.0,10.0,Vx,0,10000.0,p,1e-2,1000000.0,Cy,0,10.0,Vy,0.0,10000.0,,,,,,,,,,,,,,,
73,12.22,73,e,e-2.3026*k*NA*T/(n*F)*lg((Cw**3)/(Co**5)),5,e,1e-05,100.0,T,250,1000.0,n,0,7.0,Cw,0,10.0,Co,0.0,10.0,,,,,,,,,,,,,,,
74,12.29,74,e,e-0.05916*pH-0.02958*lg(c/C),4,e,1e-05,100.0,pH,0,14.0,c,0,10.0,C,0,10.0,,,,,,,,,,,,,,,,,,
75,13.20,75,e,e-2.3026*k*NA*T/F*lg(sqrt(Cw)/Co),4,e,1e-05,100.0,T,250,1000.0,Cw,0,10.0,Co,0,10.0,,,,,,,,,,,,,,,,,,
76,13.24,76,e,e1-e2-2.3026*k*NA*T/F*lg(c1*c2/sqrt(p)),6,e1,1e-05,100.0,e2,1e-5,100.0,T,250,1000.0,c1,0,10.0,c2,0.0,10.0,p,0.0,100.0,,,,,,,,,,,,
77,13.44,77,e,k+s/z*lg(a),4,k,-1000.0,1000.0,s,0,500.0,z,-7,7.0,a,0,10.0,,,,,,,,,,,,,,,,,,
78,13.46,78,e,k+s/z*lg(a+Kab*sqrt(b)),6,k,-1000.0,1000.0,s,0,500.0,z,-7,7.0,a,0,10.0,Kab,0.0,1000.0,b,0.0,10.0,,,,,,,,,,,,
79,14.23,79,n,lg((c1*v1-c2*v2)/(v1+v2)),4,c1,0.0,10.0,v1,0,10.0,c2,0,10.0,v2,0,10.0,,,,,,,,,,,,,,,,,,
80,16.20,80,Nn,sqrt((n1**2)-(n2**2)),2,n2,1.0,4.0,n1,n2,4.0,,,,,,,,,,,,,,,,,,,,,,,,
81,16.21,81,theta,arccos(n2/n1),2,n2,1.0,4.0,n1,1,4.0,,,,,,,,,,,,,,,,,,,,,,,,
82,sec16.14,82,n,((n1+n2)**2)/((n1-n2)**2),2,n1,1.0,4.0,n2,1,4.0,,,,,,,,,,,,,,,,,,,,,,,,
83,17.1,83,n,ge/g*exp(-(e1-e)/(k*T)),5,ge,2.0,7.0,g,2,7.0,e,-10,-1e-05,e1,e,0.0,T,250.0,1000.0,,,,,,,,,,,,,,,
84,17.7,84,C,a*v*c/(a1*(v+V)-V*a),5,a,0.0,10.0,v,0,10.0,c,0,10.0,a1,0,10.0,V,0.0,10.0,,,,,,,,,,,,,,,
85,18.10,85,e,100*D/(D+Va/V),3,D,0.0,100.0,Va,0,10000.0,V,0,10000.0,,,,,,,,,,,,,,,,,,,,,
86,19.11,86,Nn,41.7*((t/w)**2)/(B/A+1.25),4,t,0.0,100.0,w,0,10.0,B,0,50.0,A,0,50.0,,,,,,,,,,,,,,,,,,
87,19.33,87,R,0.25*sqrt(Nn)*(k2/k1-1)/(k2/k1)*k2/((k2+k1)/2+1),3,Nn,16.0,1600.0,k2,0,10.0,k1,0,10.0,,,,,,,,,,,,,,,,,,,,,
88,20.1,88,I,100*(n+(lg(tu)-lg(t1))/(lg(t2)-lg(t1))),4,n,0.0,100.0,t1,0,100.0,tu,t1,100.0,t2,tu,100.0,,,,,,,,,,,,,,,,,,
89,21.4,89,nR,n*(1-tan(theta)),2,n,1.0,4.0,theta,-1.57,1.57,,,,,,,,,,,,,,,,,,,,,,,,
90,21.10,90,P,8*F*n*L/(pi*(r**4)),4,F,0.0,10.0,n,1,1000000.0,L,0,1.0,r,0,0.001,,,,,,,,,,,,,,,,,,
91,22.5,91,t,L*(sqrt(m1)-sqrt(m2))/sqrt(2*V*q),5,L,0.001,1.0,m1,1e-23,1.0000000000000001e-21,m2,1e-23,1.0000000000000001e-21,v,0,220.0,q,1.6e-19,1e-16,,,,,,,,,,,,,,,
92,22.6,92,t,2*pi*m/(q*B),3,m,1.0000000000000001e-23,1.0000000000000001e-21,q,1.6e-19,1e-16,B,1e-2,10.0,,,,,,,,,,,,,,,,,,,,,
93,22.7',93,K,3/16*sqrt(2*pi/(u*k*T))*q/(n*R),5,u,1.0000000000000001e-23,1.0000000000000001e-21,T,250,1000.0,q,1.6e-19,1e-16,n,1e22,1e+23,R,1.0000000000000001e-34,1e-27,,,,,,,,,,,,,,,
94,23.3,94,A,a/exp(k*t/2.303),2,a,0.0,10.0,t,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
95,23.8,95,kt,2.303/(B0-A0)*lg(A0*B/(B0*A)),4,B0,0.0,10.0,A0,0,10.0,B,0,10.0,A,0,10.0,,,,,,,,,,,,,,,,,,
96,23.14,96,v,vm*s/(s+K),3,vm,0.0,1000.0,s,0,10.0,K,1e-5,0.01,,,,,,,,,,,,,,,,,,,,,
